model,event_id,true_label,pred_label,pred_conf,logits,latency_sec,actor_norm,pred_conf_iso,pred_conf_temp,prob_V,prob_B,prob_E,prob_P,prob_R,prob_S
mistral:7b,CAO10261,S,S,0.75,"[0.1, 0.05, 0.02, 0.02, 0.05, 0.75]",0.57,State forces (Cameroon),0.34285714285714286,0.75,0.15005479166408178,0.14273653311819906,0.13851803103875499,0.13851803103875499,0.14273653311819906,0.28743608002172266
mistral:7b,CAO6569,B,B,0.95,"[0.02, 0.03, 0.01, 0.0, 0.0, 0.94]",0.59,State forces (Cameroon),0.8203883495145634,0.9499999999999998,0.13387261260384747,0.13521805472851026,0.13254055785200597,0.1312217572664005,0.1312217572664005,0.33592526028249936
mistral:7b,CAO15046,S,S,0.95,"[0.02, 0.01, 0.01, 0.01, 0.01, 0.95]",0.58,State forces (Cameroon),0.8203883495145634,0.9499999999999998,0.1334274706369884,0.13209984512172238,0.13209984512172238,0.13209984512172238,0.13209984512172238,0.3381731488757839
mistral:7b,CAO14464,B,B,0.98,"[0.02, 0.0, 0.0, 0.0, 0.0, 0.98]",0.57,State forces (Cameroon),0.9075342465753424,0.98,0.1327582041419605,0.13012941557053706,0.13012941557053706,0.13012941557053706,0.13012941557053706,0.34672413357554455
mistral:7b,CAO10393,B,B,0.98,"[0.02, 0.0, 0.0, 0.0, 0.0, 0.98]",0.57,State forces (Cameroon),0.9075342465753424,0.98,0.1327582041419605,0.13012941557053706,0.13012941557053706,0.13012941557053706,0.13012941557053706,0.34672413357554455
mistral:7b,CAO9341,B,B,0.95,"[0.02, 0.03, 0.01, 0.01, 0.01, 0.91]",0.59,State forces (Cameroon),0.8203883495145634,0.9499999999999998,0.1348557773898986,0.13621110048493246,0.13351393998498393,0.13351393998498393,0.13351393998498393,0.3283913021698887
mistral:7b,CAO14593,S,S,0.75,"[0.1, 0.05, 0.02, 0.02, 0.04, 0.75]",0.59,State forces (Cameroon),0.34285714285714286,0.75,0.15026821042572727,0.14293954332401673,0.1387150413862555,0.1387150413862555,0.14151727110412476,0.28784489237333216
mistral:7b,CAO11956,B,B,0.98,"[0.02, 0.0, 0.0, 0.0, 0.0, 0.98]",0.58,State forces (Cameroon),0.9075342465753424,0.98,0.1327582041419605,0.13012941557053706,0.13012941557053706,0.13012941557053706,0.13012941557053706,0.34672413357554455
mistral:7b,CAO6743,V,R,0.95,"[0.02, 0.01, 0.01, 0.95, 0.03, 0.0]",0.58,State forces (Cameroon),0.8203883495145634,0.9499999999999998,0.13324703037751084,0.13192120027282497,0.13192120027282497,0.3377158213821263,0.13458618529627406,0.13060856239810106
mistral:7b,CAO11507,B,B,0.98,"[0.02, 0.0, 0.0, 0.0, 0.0, 0.98]",0.57,State forces (Cameroon),0.9075342465753424,0.98,0.1327582041419605,0.13012941557053706,0.13012941557053706,0.13012941557053706,0.13012941557053706,0.34672413357554455
mistral:7b,CAO6892,B,B,0.95,"[0.02, 0.03, 0.01, 0.0, 0.0, 0.94]",0.58,State forces (Cameroon),0.8203883495145634,0.9499999999999998,0.13387261260384747,0.13521805472851026,0.13254055785200597,0.1312217572664005,0.1312217572664005,0.33592526028249936
mistral:7b,CAO7017,B,B,0.95,"[0.02, 0.03, 0.01, 0.0, 0.0, 0.94]",0.57,State forces (Cameroon),0.8203883495145634,0.9499999999999998,0.13387261260384747,0.13521805472851026,0.13254055785200597,0.1312217572664005,0.1312217572664005,0.33592526028249936
